paper_id,duration,trt_id,year,fert_app,fert_type,fert_type_detail,fert_rate,fert_nitrogen,fert_phosphorus,fert_potassium,fert_carbon,fert_date,trt_name,trt_other_description
5045,2009-1,1,1,NA,phosphorus mineral fertilizer; animal manure,triple super phosphate; farmyard manure,26 kg P/ha,Present,Present,Present,Present,NA,50T13F13,NA
5045,2009-1,2,1,NA,animal manure,farmyard manure,26 kg P/ha,Present,Present,Present,Present,NA,50F26,NA
5046,1997-12,0,1;2;3;4;5;6;7;8;9;10;11;12,NA,unamended,unfertilized,0 kg N/ha,Absent,Absent,Absent,Absent,NA,NA,NA
5046,1997-12,1,1;2;3;4;5;6;7;8;9;10;11;12,NA,nitrogen mineral fertilizer; phosphorus mineral fertilizer; potassium mineral fertilizer,NPKS fertilizer,75 kg N/ha,75 kg N/ha,Present,Present,Absent,NA,NA,NA
5046,1997-12,2,1;2;3;4;5;6;7;8;9;10;11;12,NA,nitrogen mineral fertilizer; phosphorus mineral fertilizer; potassium mineral fertilizer,NPKS fertilizer,150 kg N/ha,150 kg N/ha,Present,Present,Absent,NA,NA,NA
5046,1997-12,3,1;2;3;4;5;6;7;8;9;10;11;12,NA,nitrogen mineral fertilizer; phosphorus mineral fertilizer; potassium mineral fertilizer,NPKS fertilizer,225 kg N/ha,225 kg N/ha,Present,Present,Absent,NA,NA,NA
5046,1997-12,4,1;2;3;4;5;6;7;8;9;10;11;12,NA,nitrogen mineral fertilizer; phosphorus mineral fertilizer; potassium mineral fertilizer,NPKS fertilizer,300 kg N/ha,300 kg N/ha,Present,Present,Absent,NA,NA,NA
5047,2003-5,0,1;2;3;4;5,NA,unamended,unfertilized,0 kg N/ha,0 kg N/ha,Absent,Absent,Absent,NA,NA,NA
5047,2003-5,1,1;2;3;4;5,NA,green manure,crop residue,13 kg N/ha,33.2 kg N/ha,Present,Present,Present,NA,NA,NA
5047,2003-5,2,1;2;3;4;5,NA,animal manure,goat manure,53.4 kg N/ha,53.4 kg N/ha,Present,Present,Present,NA,NA,NA
5048,2003-5,0,1;2;3;4;5,NA,unamended,unfertilized,0 kg N/ha,0 kg N/ha,Absent,Absent,Absent,NA,NA,NA
5048,2003-5,1,1;2;3;4;5,NA,phosphorus mineral fertilizer,triple super phosphate,60 kg P/ha,Absent,Presemt,Absent,Absent,NA,NA,NA
5048,2003-5,2,1;2;3;4;5,NA,nitrogen mineral fertilizer,urea,30-90 kg N/ha,30-90 kg N/ha,Absent,Absent,Absent,"split applied, 1/3 at planting, 2/3 top dressed 5 weeks after planting",NA,NA
5048,2003-5,3,1;2;3;4;5,NA,green manure,crop residue,< 5 kg N/ha,< 5 kg N/ha,Present,Present,Present,NA,NA,NA
5049,2003-1,0,1,NA,nitrogen mineral fertilizer,NA,18 kg N/ha,18 kg N/ha,Absent,Absent,Absent,NA,K03N2,NA
5049,2003-1,1,1,NA,nitrogen mineral fertilizer; green manure,NA,90 kg N/ha,90 kg N/ha,Present,Present,Present,NA,K03N3,NA
5050,2008-2,0,1;2,NA,unamended,unamended,0 kg N/ha,0 kg N/ha,Absent,Absent,Absent,NA,FP,NA
5050,2008-2,1,1;2,NA,nitrogen mineral fertilzer,urea,200 kg N/ha,200 kg N/ha,Absent,Absent,Absent,NA,NP,NA
5050,2008-2,2,1;2,NA,animal manure,cattle manure,120 kg N/ha,120 kg N/ha,Present,Present,Present,NA,FYM,NA
5050,2008-2,3,1;2,NA,green manure; phosphorus mineral fertilizer,Mucuna pruriens; triple super phosphate,97 kg N/ha,97 kg N/ha,Present,Present,Present,NA,GM,NA
5050,2008-2,4,1;2,NA,nitrogen mineral fertilzer,urea and zero tillage,200 kg N/ha,200 kg N/ha,Absent,Absent,Absent,NA,ZNP,NA
5050,2008-2,5,1;2,NA,legume intercrop,cover crop and zero tillage,200 kg N/ha,200 kg N/ha,Absent,Absent,Absent,NA,ZANP,NA
5051,2005-3,0,1;2;3,NA,unamended,unfertilized,0 kg N/ha,0 kg N/ha,Absent,Absent,Absent,NA,Control (1),NA
5051,2005-3,1,1;2;3,NA,nitrogen mineral fertilizer,60 kg N/ha,60 kg N/ha,60 kg N/ha,Absent,Absent,Absent,NA,(+) N,NA
5051,2005-3,2,1;2;3,NA,animal manure,goat manure,2 t/ha,217 kg N/ha,Present,Present,Present,NA,manure,NA
5051,2005-3,3,1;2;3,NA,green manure; animal manure,maize stover residue; goat manure,1 t/ha manure; 1 t/ha stover,133 kg N/ha,Present,Present,Present,NA,CR+manure,NA
5052,1976-31,0,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31,NA,unamended,unamended,0 kg N/ha,0 kg N/ha,Absent,Absent,Absent,NA,C-F,NA
5052,1976-31,1,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31,only applied in maize rotation,nitrogen mineral fertilizer; phosphorus mineral fertilizer,calcium ammonium nitrate; triple superphosphate,120 kg N/ha; 52.6 kg P/ha/yr,120 kg N/ha,Present,Absent,Absent,NA,C+F,NA
5052,1976-31,2,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31,only applied in maize rotation,green manure,maize stover residue,NA,Present,Present,Present,Present,NA,R-F,NA
5052,1976-31,3,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31,only applied in maize rotation,nitrogen mineral fertilizer; phosphorus mineral fertilizer; green manure,calcium ammonium nitrate; triple superphosphate; maize stover residue,120 kg N/ha; 52.6 kg P/ha/yr,120 kg N/ha,Present,Present,Present,NA,R+F,NA
5052,1976-31,4,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31,only applied in maize rotation,animal manure,cattle manure,10 Mg DM/ha/yr,Present,Present,Present,Present,NA,FYM-F,NA
5052,1976-31,5,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31,only applied in maize rotation,nitrogen mineral fertilizer; phosphorus mineral fertilizer; animal manure,calcium ammonium nitrate; triple superphosphate; cattle manure,120 kg N/ha; 52.6 kg P/ha/yr; manure at 10 Mg DM/ha/yr,120 kg N/ha,Present,Present,Present,NA,FYM+F,NA
5053,1976-31,0,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31,NA,unamended,unamended,0 kg N/ha,0 kg N/ha,Absent,Absent,Absent,NA,NA,NA
5053,1976-31,1,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31,NA,green manure,maize stover residue,NA,Present,Present,Present,Present,NA,NA,NA
5053,1976-31,2,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31,NA,animal manure,cattle manure,10 Mg DM/ha/yr,Present,Present,Present,Present,NA,NA,NA
5053,1976-31,3,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31,NA,nitrogen mineral fertilizer; phosphorus mineral fertilizer,calcium ammonium nitrate; triple superphosphate,120 kg N/ha; 52.6 kg P/ha/yr,120 kg N/ha,Present,Absent,Absent,NA,NA,NA
5053,1976-31,4,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31,NA,nitrogen mineral fertilizer; phosphorus mineral fertilizer; green manure,calcium ammonium nitrate; triple superphosphate; maize stover residue,120 kg N/ha; 52.6 kg P/ha/yr,120 kg N/ha,Present,Present,Present,NA,NA,NA
5053,1976-31,5,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31,NA,nitrogen mineral fertilizer; phosphorus mineral fertilizer; animal manure,calcium ammonium nitrate; triple superphosphate; cattle manure,120 kg N/ha; 52.6 kg P/ha/yr; manure at 10 Mg DM/ha/yr,120 kg N/ha,Present,Present,Present,NA,NA,NA
5054,2003-1,0,1,NA,unamended,unamended,0 kg N/ha,0 kg N/ha,Absent,Absent,Absent,NA,NA,NA
5054,2003-1,1,1,NA,nitrogen mineral fertilizer,unspecified nitrogen mineral fertilizer,45 kg N/ha,45 kg N/ha,Absent,Absent,Absent,NA,NA,NA
5054,2003-1,2,1,NA,nitrogen mineral fertilizer,unspecified nitrogen mineral fertilizer,90 kg N/ha,90 kg N/ha,Absent,Absent,Absent,NA,NA,NA
5054,2003-1,3,1,NA,nitrogen mineral fertilizer,unspecified nitrogen mineral fertilizer,135 kg N/ha,135 kg N/ha,Absent,Absent,Absent,NA,NA,NA
5054,2003-1,4,1,NA,nitrogen mineral fertilizer,unspecified nitrogen mineral fertilizer,180 kg N/ha,180 kg N/ha,Absent,Absent,Absent,NA,NA,NA
5054,2003-1,5,1,NA,phosphorus mineral fertilizer,unspecified phosphorus mineral fertilizer,45 kg P/ha,Absent,Present,Absent,Absent,NA,NA,NA
5054,2003-1,6,1,NA,phosphorus mineral fertilizer,unspecified phosphorus mineral fertilizer,90 kg P/ha,Absent,Present,Absent,Absent,NA,NA,NA
5054,2003-1,7,1,NA,phosphorus mineral fertilizer,unspecified phosphorus mineral fertilizer,135 kg P/ha,Absent,Present,Absent,Absent,NA,NA,NA
5054,2003-1,8,1,NA,phosphorus mineral fertilizer,unspecified phosphorus mineral fertilizer,180 kg P/ha,Absent,Present,Absent,Absent,NA,NA,NA
5054,2003-1,9,1,NA,phosphorus mineral fertilizer,unspecified phosphorus mineral fertilizer,60 kg P/ha,Absent,Present,Absent,Absent,NA,NA,NA
5054,2003-1,10,1,NA,nitrogen mineral fertilizer,unspecified nitrogen mineral fertilizer,60 kg N/ha,60 kg N/ha,Absent,Absent,Absent,NA,NA,NA
5055,2008-2,0,1;2,NA,unamended,unamended,0 kg N/ha,0 kg N/ha,Absent,Absent,Absent,NA,NA,NA
5055,2008-2,1,1;2,NA,green manure; phosphorus mineral fertilizer,Mucuna pruriens var utilis,30 kg P/ha,Present,Present,Present,Present,NA,NA,NA
5055,2008-2,2,1;2,NA,legume intercrop; nitrogen mineral fertilizer; phosphorus mineral fertilizer,Arachis pintoi planted before maize and retained as intercrop,"100 kg N/ha , 100 kg P/ha",100 kg N/ha,Present,Present,Present,NA,NA,NA
5056,2003-2,0,1;2,NA,unamended,unamended,0 kg N/ha,0 kg N/ha,Absent,Absent,Absent,NA,NA,NA
5056,2003-2,1,1;2,NA,nitrogen mineral fertilizer; phosphorus mineral fertilizer; biologics,PREP-PAC,60 kg N/ha; 100 kg P/ha,60 kg N/ha,Present,Absent,Absent,NA,NA,NA
5056,2003-2,2,1;2,NA,legume intercrop,Bambaranuts; Soybean; Yellow grams; Groundnuts; Beans; Cowpeas,NA,NA,NA,NA,NA,NA,NA,NA
5057,2003-2,0,1;2,NA,unamended,unamended,0 kg N/ha,0 kg N/ha,Absent,Absent,Absent,NA,NA,NA
5057,2003-2,1,1;2,NA,nitrogen mineral fertilizer,"calcium ammonium nitrate, split application",60 kg N/ha,60 kg N/ha,Absent,Absent,Absent,NA,NA,NA
5057,2003-2,2,1;2,NA,nitrogen mineral fertilizer,"calcium ammonium nitrate, split application",120 kg N/ha,120 kg N/ha,Absent,Absent,Absent,NA,NA,NA
5057,2003-2,3,1;2,NA,green manure; phosphorus mineral fertilizer,garden pea; triple super phosphate,NA,Present,Present,Present,Present,NA,NA,NA
5057,2003-2,4,1;2,NA,green manure; phosphorus mineral fertilizer,lupine; triple super phosphate,NA,Present,Present,Present,Present,NA,NA,NA
5058,5003-3,0,1;2;3,NA,unamended,unamended,0 kg N/ha,0 kg N/ha,Absent,Absent,Absent,NA,NA,NA
5058,5003-3,1,1;2;3,NA,phosphorus mineral fertilizer; nitrogen mineral fertilizer,100 kg /ha of DAP; 100 kg/ha of CAN,27 kg N/ha,27 kg N/ha,Present,Absent,Absent,NA,NA,NA
5059,2005-2,0,1;2,NA,unamended,unamended,0 kg N/ha,0 kg N/ha,Absent,Absent,Absent,NA,NA,NA
5059,2005-2,1,1;2,NA,nitrogen mineral fertilizer; phosphorus mineral fertilizer,60 kg N/ha urea; 60 kg P/ha MOP,60 kg N/ha urea; 60 kg P/ha MOP,60  kg N/ha,Present,Absent,Absent,NA,NA,NA
5059,2005-2,2,1;2,NA,green manure,maize residue,2 t/ha maize residue,Present,Present,Present,Present,NA,NA,NA
5059,2005-2,3,1;2,NA,legume intercrop,soybean intercrop,soybean intercrop,Present,Present,Present,Present,NA,NA,NA
5060,2002-4,0,1;2;3;4,NA,unamended,unamended,0 kg N/ha,0 kg N/ha,Absent,Absent,Absent,NA,NA,NA
5060,2002-4,1,1;2;3;4,NA,green manure,"maize residue; calcium ammonium nitrate, 120 kg N/ha",0 kg N/ha,120 kg N/ha,Present,Present,Present,NA,NA,NA
5060,2002-4,2,1;2;3;4,NA,green manure,"Calliandra calothyrsus; calcium ammonium nitrate, 120 kg N/ha",0 kg N/ha,120 kg N/ha,Present,Present,Present,NA,NA,NA
5060,2002-4,3,1;2;3;4,NA,green manure,"Tithonia diversifolia; calcium ammonium nitrate, 120 kg N/ha",0 kg N/ha,120 kg N/ha,Present,Present,Present,NA,NA,NA
5060,2002-4,4,1;2;3;4,NA,nitrogen mineral fertilizer,"calcium ammonium nitrate, 120 kg N/ha",120 kg N/ha,120 kg N/ha,Absent,Absent,Absent,NA,NA,NA
5061,2004-3,0,1;2;3,NA,unamended,unamended,0 kg N/ha,0 kg N/ha,Absent,Absent,Absent,NA,NA,NA
5061,2004-3,1,1;2;3,NA,phosphorus mineral fertilizer,single super phosphate at 188 kg/ha,single super phosphate at 188 kg/ha,Absent,Present,Absent,Absent,NA,NA,NA
5061,2004-3,2,1;2;3,NA,phosphorus mineral fertilizer,diammonium phosphate at 125 kg/ha,diammonium phosphate at 125 kg/ha,Absent,Present,Absent,Absent,NA,NA,NA
5061,2004-3,3,1;2;3,NA,phosphorus mineral fertilizer,diammonium phosphate at 188 kg/ha,diammonium phosphate at 188 kg/ha,Absent,Present,Absent,Absent,NA,NA,NA
5061,2004-3,4,1;2;3,NA,animal manure,farmyard manure,5 ton/ha,Low,Present,Present,Present,NA,NA,NA
5062,2006-2,0,1;2,NA,unamended,unamended,0 kg N/ha,0 kg N/ha,Absent,Absent,Absent,NA,NA,NA
5062,2006-2,1,1;2,NA,Phosphorus Mineral Fertilizer,diammonium phosphate,NA,None,Present,None,None,NA,NA,NA
5062,2006-2,2,1;2,NA,Animal Manure,farmyard manure,NA,Present,Present,Present,Present,NA,NA,NA
5062,2006-2,3,1;2,NA,Incinerated Organics,ash,NA,None,Present,None,None,NA,NA,NA
5062,2006-2,4,1;2,NA,Phosphorus Mineral Fertilizer;Animal Manure,diammonium phosphate;farmyard manure,NA,Present,Present,Present,Present,NA,NA,NA
5062,2006-2,5,1;2,NA,Animal Manure;Incinerated Organics,farmyard manure; ash,NA,Present,Present,Present,Present,NA,NA,NA
5062,2006-2,6,1;2,NA,Phosphorus Mineral Fertilizer;Green Manure,diammonium phosphate; Tithonia diversifolia,NA,Present,Present,Present,Present,NA,NA,NA
5063,1998-10,0,1;2;3;4;5;6;7;8;9;10,NA,Unamended,unamended,0 kg N/ha,0 kg N/ha,Absent,Absent,Absent,NA,NA,NA
5063,1998-10,1,1;2;3;4;5;6;7;8;9;10,NA,Nitrogen Mineral Fertilizer;Phosphorus Mineral Fertilizer;Potassium Mineral Fertilizer,NPKS 25:5:5:5,"75, 150, 225, or 300 kg N/ha/yr",Present,Present,Present,Absent,NA,NA,NA
5064,2007-2,0,1;2,NA,Nitrogen Mineral Fertilizer,urea,NA,Present,Absent,Absent,Absent,NA,NA,NA
5064,2007-2,1,1;2,NA,Phosphorus Mineral Fertilizer;Nitrogen Mineral Fertilizer,Minjingu phosphate rock (MPR) with urea,NA,Present,Present,Absent,Absent,NA,NA,NA
5064,2007-2,2,1;2,NA,Phosphorus Mineral Fertilizer;Nitrogen Mineral Fertilizer,Busumbu phosphate rock (BPR) with urea,NA,Present,Present,Absent,Absent,NA,NA,NA
5064,2007-2,3,1;2,NA,Phosphorus Mineral Fertilizer;Nitrogen Mineral Fertilizer,triple superphosphate (TSP) with urea,NA,Present,Present,Absent,Absent,NA,NA,NA
5064,2007-2,4,1;2,NA,Animal Manure,"farm yard manure, 60 kg P/ha",NA,Present,Present,Present,Present,NA,NA,NA
5064,2007-2,5,1;2,NA,Green Manure,"Tithonia, 20 kg P/ha",NA,Present,Present,Present,Present,NA,NA,NA
5064,2007-2,6,1;2,NA,Animal Manure;Phosphorus Mineral Fertilizer;Nitrogen Mineral Fertilizer,farm yard manure; Minjingu phosphate rock (MPR) with urea,NA,Present,Present,Present,Present,NA,NA,NA
5064,2007-2,7,1;2,NA,Animal Manure;Phosphorus Mineral Fertilizer;Nitrogen Mineral Fertilizer,farm yard manure; Busumbu phosphate rock (BPR) with urea,NA,Present,Present,Present,Present,NA,NA,NA
5064,2007-2,8,1;2,NA,Animal Manure;Phosphorus Mineral Fertilizer;Nitrogen Mineral Fertilizer,farm yard manure; triple superphosphate (TSP) with urea,NA,Present,Present,Present,Present,NA,NA,NA
5064,2007-2,9,1;2,NA,Green Manure;Phosphorus Mineral Fertilizer;Nitrogen Mineral Fertilizer,Tithonia manure; triple superphosphate (TSP) with urea,NA,Present,Present,Present,Present,NA,NA,NA
5064,2007-2,10,1;2,NA,Green Manure;Phosphorus Mineral Fertilizer;Nitrogen Mineral Fertilizer,Tithonia manure; Busumbu phosphate rock (BPR) with urea,NA,Present,Present,Present,Present,NA,NA,NA
5064,2007-2,11,1;2,NA,Green Manure;Phosphorus Mineral Fertilizer;Nitrogen Mineral Fertilizer,Tithonia manure; triple superphosphate (TSP) with urea,NA,Present,Present,Present,Present,NA,NA,NA
5065,2003-1,0,1,NA,Unamended,unfertilized,0 kg P/ha/yr,Absent,Absent,Absent,Absent,NA,NA,NA
5065,1997-7,1,1,NA,Phosphorus Mineral Fertilizer,"Triple Super Phosphate, 50 kg P/ha/yr",50 kg P/ha/yr,Absent,Present,Absent,Absent,NA,NA,NA
5066,2004-4,0,1;2;3;4,NA,Unamended,unfertilized,0 kg P/ha/yr,Absent,Absent,Absent,Absent,NA,NA,NA
5066,2004-4,1,1;2;3;4,NA,Phosphorus Mineral Fertilizer,"Triple Super Phosphate, 50 kg P/ha/yr",60 kg P/ha/yr,Absent,Present,Absent,Absent,NA,NA,NA
5067,1976-27,0,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27,NA,Unamended,unfertilized,NA,Absent,Absent,Absent,Absent,NA,NA,NIL
5067,1976-27,1,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27,NA,Green Manure,corn stover residue,NA,Present,Present,Present,Present,NA,NA,NIL+R
5067,1976-27,2,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27,NA,Animal Manure,farm yard manure,5 tons manure/ha,Present,Present,Present,Present,NA,NA,FYM
5067,1976-27,3,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27,NA,Animal Manure;Green Manure,farm yard manure; corn stover residue,5 tons manure/ha; all stover residue,Present,Present,Present,Present,NA,NA,FYM+R
5067,1976-27,4,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27,NA,Nitrogen Mineral Fertilizer;Phosphorus Mineral Fertilizer,calcium ammonium nitrate; triple super-phosphate,60 kg N/ha; 26 kg P/ha,60 kg N/ha,26 kg P/ha,Absent,Absent,NA,NA,NP
5067,1976-27,5,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27,NA,Green Manure;Nitrogen Mineral Fertilizer;Phosphorus Mineral Fertilizer,corn stover residue;calcium ammonium nitrate; triple super-phosphate,60 kg N/ha; 26 kg P/ha,> 60 kg N/ha,>26 kg P/ha,Present,Present,NA,NA,NP+R
5067,1976-27,6,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27,NA,Animal Manure;Nitrogen Mineral Fertilizer;Phosphorus Mineral Fertilizer,farmyard manure; calcium ammonium nitrate; triple super-phosphate,5 tons manure/ha; 60 kg N/ha; 26 kg P/ha,> 60 kg N/ha,>26 kg P/ha,Present,Present,NA,NA,FYM+N+P
5067,1976-27,7,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27,NA,Animal Manure;Green Manure;Nitrogen Mineral Fertilizer;Phosphorus Mineral Fertilizer,farm yard manure; corn stover residue; calcium ammonium nitrate; triple super-phosphate,NA,> 60 kg N/ha,>26 kg P/ha,Present,Present,NA,NA,FYM+N+P+R
5068,2006-2,0,1;2,NA,Unamended,unfertilized,0 kg P/ha/yr,Absent,Absent,Absent,Absent,NA,NA,NA
5068,2006-2,1,1;2,NA,Green Manure,Tithonia,20 kg P/ha,Present,Present,Present,Present,NA,NA,NA
5068,2006-2,2,1;2,NA,Animal Manure,farmyard manure,20 kg P/ha,Present,Present,Present,Present,NA,NA,NA
5068,2006-2,3,1;2,NA,Phosphorus Mineral Fertilizer;Nitrogen Mineral Fertilizer,Minjingu phosphate rock;urea,60 Kg P/ha; 100 kg N/ha,100 kg N/ha,Present,Absent,Absent,NA,NA,NA
5068,2006-2,4,1;2,NA,Phosphorus Mineral Fertilizer;Nitrogen Mineral Fertilizer,Busumbu phosphate rock;urea,60 Kg P/ha; 100 kg N/ha,100 kg N/ha,Present,Absent,Absent,NA,NA,NA
5068,2006-2,5,1;2,NA,Phosphorus Mineral Fertilizer;Nitrogen Mineral Fertilizer,triple superphosphate;urea,60 Kg P/ha; 100 kg N/ha,100 kg N/ha,Present,Absent,Absent,NA,NA,NA
5068,2006-2,6,1;2,NA,Green Manure;Phosphorus Mineral Fertilizer,Minjingu phosphate rock;Tithonia,60 Kg P/ha,Present,Present,Present,Present,NA,NA,NA
5068,2006-2,7,1;2,NA,Green Manure;Phosphorus Mineral Fertilizer,Busumbu phosphate rock;Tithonia,60 Kg P/ha,Present,Present,Present,Present,NA,NA,NA
5068,2006-2,8,1;2,NA,Green Manure;Phosphorus Mineral Fertilizer,triple superphosphate;Tithonia,60 Kg P/ha,Present,Present,Present,Present,NA,NA,NA
5068,2006-2,9,1;2,NA,Animal Manure;Phosphorus Mineral Fertilizer,Minjingu phosphate rock;farmyard manure,60 Kg P/ha,Present,Present,Present,Present,NA,NA,NA
5068,2006-2,10,1;2,NA,Animal Manure;Phosphorus Mineral Fertilizer,Busumbu phosphate rock;farmyard manure,60 Kg P/ha,Present,Present,Present,Present,NA,NA,NA
5068,2006-2,11,1;2,NA,Animal Manure;Phosphorus Mineral Fertilizer,triple superphosphate;farmyard manure,60 Kg P/ha,Present,Present,Present,Present,NA,NA,NA
5069,2001-3,0,1;2;3,NA,Potassium Mineral Fertilizer,potash,60 kg K/ha,Absent,Absent,Present,Absent,NA,NA,NA
5069,2001-3,1,1;2;3,NA,Phosphorus Mineral Fertilizer;Potassium Mineral Fertilizer,triple super phosphate;potash,50 kg P/ha;60 kg K/ha,Absent,Present,Present,Absent,NA,NA,NA
